Title,Price (INR),Link
"iPhone 16 512 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Teal","1,00,900",https://www.amazon.in/iPhone-16-512-GB-Control/dp/B0DGJBZLD1/ref=sr_1_44?dib=eyJ2IjoiMSJ9.akgNT-1kC6gS6yvlIfNRh3DBKKRdYmbKV1Am1iGQX7Iedvq7qFLV3BpMjf2AvEBwA2YJb_zt6PPjaeSz8krvPFnJ734JRvXjbZOlzQgjXK8ATVCrFXu-wsllbg6t5piGQLcJHlYNaiVR3gMShSJaWkrBnVufkAvrXSk6WG1ImZ3QqK-5o_ZkaK9HHjBPYBXRF-pUltnJKzSNuAhjaAQSKRJJ37Ghfu6oxeYWDi2jUI8.gFSn3DnF3zrr82s-Qac29WxkP4Qsqr56haWK-irIR34&dib_tag=se&keywords=iphone&qid=1750308354&sr=8-44&xpid=4Os3N7ulCZUHa
Apple iPhone 13 (512GB) - Midnight,"60,900",https://www.amazon.in/Apple-iPhone-13-512GB-Midnight/dp/B09G984RNC/ref=sr_1_45?dib=eyJ2IjoiMSJ9.akgNT-1kC6gS6yvlIfNRh3DBKKRdYmbKV1Am1iGQX7Iedvq7qFLV3BpMjf2AvEBwA2YJb_zt6PPjaeSz8krvPFnJ734JRvXjbZOlzQgjXK8ATVCrFXu-wsllbg6t5piGQLcJHlYNaiVR3gMShSJaWkrBnVufkAvrXSk6WG1ImZ3QqK-5o_ZkaK9HHjBPYBXRF-pUltnJKzSNuAhjaAQSKRJJ37Ghfu6oxeYWDi2jUI8.gFSn3DnF3zrr82s-Qac29WxkP4Qsqr56haWK-irIR34&dib_tag=se&keywords=iphone&qid=1750308354&sr=8-45&xpid=4Os3N7ulCZUHa
USB C Cable to Lightning-20W Original [Apple-MFi Certified] Fast Charger Cable Power Charging Cord Compatible with iPhone 14/13/12/12 PRO Max/12/11/11PRO/XS/Max/XR/X/8/iPad (HB-AL6A013),379,https://www.amazon.in/Lightning-20W-Apple-MFi-Certified-Compatible-HB-AL6A013/dp/B0F882QHRM/ref=sr_1_46?dib=eyJ2IjoiMSJ9.akgNT-1kC6gS6yvlIfNRh3DBKKRdYmbKV1Am1iGQX7Iedvq7qFLV3BpMjf2AvEBwA2YJb_zt6PPjaeSz8krvPFnJ734JRvXjbZOlzQgjXK8ATVCrFXu-wsllbg6t5piGQLcJHlYNaiVR3gMShSJaWkrBnVufkAvrXSk6WG1ImZ3QqK-5o_ZkaK9HHjBPYBXRF-pUltnJKzSNuAhjaAQSKRJJ37Ghfu6oxeYWDi2jUI8.gFSn3DnF3zrr82s-Qac29WxkP4Qsqr56haWK-irIR34&dib_tag=se&keywords=iphone&qid=1750308354&sr=8-46&xpid=4Os3N7ulCZUHa
"OnePlus 13 | Smarter with OnePlus AI | Lifetime Display Warranty (16GB RAM, 512GB Storage Midnight Ocean)","76,997",https://www.amazon.in/OnePlus-13-512GB-Midnight-Ocean/dp/B0DQ8MJYXF/ref=sr_1_47?dib=eyJ2IjoiMSJ9.akgNT-1kC6gS6yvlIfNRh3DBKKRdYmbKV1Am1iGQX7Iedvq7qFLV3BpMjf2AvEBwA2YJb_zt6PPjaeSz8krvPFnJ734JRvXjbZOlzQgjXK8ATVCrFXu-wsllbg6t5piGQLcJHlYNaiVR3gMShSJaWkrBnVufkAvrXSk6WG1ImZ3QqK-5o_ZkaK9HHjBPYBXRF-pUltnJKzSNuAhjaAQSKRJJ37Ghfu6oxeYWDi2jUI8.gFSn3DnF3zrr82s-Qac29WxkP4Qsqr56haWK-irIR34&dib_tag=se&keywords=iphone&qid=1750308354&sr=8-47&xpid=4Os3N7ulCZUHa
Apple iPhone 15 Plus (128 GB) - Pink,"72,900",https://www.amazon.in/Apple-iPhone-15-Plus-128/dp/B0CHWYXK1R/ref=sr_1_48?dib=eyJ2IjoiMSJ9.akgNT-1kC6gS6yvlIfNRh3DBKKRdYmbKV1Am1iGQX7Iedvq7qFLV3BpMjf2AvEBwA2YJb_zt6PPjaeSz8krvPFnJ734JRvXjbZOlzQgjXK8ATVCrFXu-wsllbg6t5piGQLcJHlYNaiVR3gMShSJaWkrBnVufkAvrXSk6WG1ImZ3QqK-5o_ZkaK9HHjBPYBXRF-pUltnJKzSNuAhjaAQSKRJJ37Ghfu6oxeYWDi2jUI8.gFSn3DnF3zrr82s-Qac29WxkP4Qsqr56haWK-irIR34&dib_tag=se&keywords=iphone&qid=1750308354&sr=8-48&xpid=4Os3N7ulCZUHa
"OnePlus Nord CE4 Lite 5G (Super Silver, 8GB RAM, 128GB Storage) | Lifetime Display Warranty | 5500 mAh Battery, 80W SUPERVOOC and Reverse Charging | 50MP Camera with OIS | 120Hz AMOLED Display","17,997",https://www.amazon.in/OnePlus-Super-Silver-128GB-Storage/dp/B0D5YCYS1G/ref=sr_1_49?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-49&xpid=4Os3N7ulCZUHa
"iPhone 16 Pro Max 1 TB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; White Titanium","1,72,900",https://www.amazon.in/iPhone-16-Pro-Max-TB/dp/B0DGJ6FKJN/ref=sr_1_50?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-50&xpid=4Os3N7ulCZUHa
"Samsung Galaxy A55 5G (Awesome Iceblue, 8GB RAM, 128GB Storage) | Metal Frame | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster","25,999",https://www.amazon.in/Samsung-Awesome-Iceblue-Storage-Nightography/dp/B0CWPC2W5V/ref=sr_1_51?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-51&xpid=4Os3N7ulCZUHa
"Apple MacBook Air Laptop: Apple M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey","59,990",https://www.amazon.in/Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_52?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-52&xpid=4Os3N7ulCZUHa
"Apple iPad (10th Generation): with A14 Bionic chip, 27.69 cm (10.9″) Liquid Retina Display, 256GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Blue","34,999",https://www.amazon.in/Apple-iPad-10th-Generation-Display/dp/B0BJLDFNVL/ref=sr_1_53?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-53&xpid=4Os3N7ulCZUHa
Apple iPhone 15 (512 GB) - Yellow,"82,900",https://www.amazon.in/Apple-iPhone-15-512-GB/dp/B0CHX3QB9M/ref=sr_1_54?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-54&xpid=4Os3N7ulCZUHa
"iPhone 16 512 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; White","1,01,490",https://www.amazon.in/iPhone-16-512-GB-Control/dp/B0DGJGVK8T/ref=sr_1_55?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-55&xpid=4Os3N7ulCZUHa
"iPhone 16e 512 GB: Built for Apple Intelligence, A18 Chip, Supersized Battery Life, 48MP Fusion. Camera, 15.40 cm (6.1″) Super Retina XDR Display; Whit","84,100",https://www.amazon.in/iPhone-16e-512-Intelligence-Supersized/dp/B0DXQG457V/ref=sr_1_56?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-56&xpid=4Os3N7ulCZUHa
"iPhone 16 Pro Max 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; White Titanium","1,34,900",https://www.amazon.in/iPhone-16-Pro-Max-256/dp/B0DGJ3L6LR/ref=sr_1_57?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-57&xpid=4Os3N7ulCZUHa
"iPhone 16 Pro Max 1 TB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Desert Titanium","1,72,900",https://www.amazon.in/iPhone-16-Pro-Max-TB/dp/B0DGJ1BY5T/ref=sr_1_58?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-58&xpid=4Os3N7ulCZUHa
"iPhone 16 Plus 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Ultrmarine","82,900",https://www.amazon.in/iPhone-16-128-Plus-Ultrmarine/dp/B0DGJ65N7V/ref=sr_1_59?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-59&xpid=4Os3N7ulCZUHa
"iPhone 16 Pro Max 1 TB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Black Titanium","1,72,900",https://www.amazon.in/iPhone-16-Pro-Max-TB/dp/B0DGJD75G2/ref=sr_1_60?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-60&xpid=4Os3N7ulCZUHa
Apple iPhone 15 Pro Max (1 TB) - Black Titanium,"1,74,900",https://www.amazon.in/Apple-iPhone-15-Pro-Max/dp/B0CHXDW1B6/ref=sr_1_61?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-61&xpid=4Os3N7ulCZUHa
"iPhone 16 Pro Max 512 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Desert Titanium","1,54,900",https://www.amazon.in/iPhone-16-Pro-Max-512/dp/B0DGJ8SYS6/ref=sr_1_62?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-62&xpid=4Os3N7ulCZUHa
"2021 Apple 10.2-inch (25.91 cm) iPad with A13 Bionic chip (Wi-Fi + Cellular, 64GB) - Silver (9th Generation)","43,400",https://www.amazon.in/Apple-10-2-inch-25-91-Bionic-Cellular/dp/B09G9CXKCQ/ref=sr_1_63?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-63&xpid=4Os3N7ulCZUHa
Apple iPhone 14 (256 GB) - Starlight,N/A,https://www.amazon.in/Apple-iPhone-14-256GB-Starlight/dp/B0BDJS3MRM/ref=sr_1_64?dib=eyJ2IjoiMSJ9.7RYT_Bty16VI2b_56uuvqvbHIUAnbJcrYt1GGpNLp42PPXVhSVmrynsc1FoWWaM-p-po9RBfarWRT81C9c8FEdot37iChneSTN_ACiXe-la7NdGL1Jgu8m_xbL_BfyrGLp8nmx2AmsgbknxRnKvBziqFK6mNqb_aPHcQaKchBaPHIiAvwajGQu4eCiAqpljEEHe2uvZzuLdnC9mlfDxQYZJ8-wEYCfx5rLPYrUPEydA.T-qO9cXYAos8pPSUJIm2X6DxVOtz3YJNnZNcI1TnZXs&dib_tag=se&keywords=iphone&qid=1750308386&sr=8-64&xpid=4Os3N7ulCZUHa
